"loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","pymnt_plan","url","desc","purpose","title","zip_code","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","mths_since_last_major_derog","policy_code","is_bad"
8000,8000,"60 months","18.17%",203.89,"F","F2","Insurance Services","6 years","RENT",81996,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=600258",NA,"other","debt consolidation","156xx",17.03,0,"1/1/98",8,76,NA,9,0,22654,81.2,29,FALSE,NA,4525,0
9600,9600,"36 months","10.99%",314.25,"B","B3","NGP VAN","2 years","RENT",85000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=850364","Borrower added on 08/13/11 > I recently got a raise at my job (where I've worked for several years), and for the past year I've been dating the most wonderful woman in the world (not to brag or anything). The thing is, I've never met anyone like her before, so I want to &quot;put a ring on it&quot; as soon as possible - and I don't currently have the savings to do so. Thus, I am asking for your help - a loan so that I can ask the woman I love to be my wife and partner for the rest of our lives. Will you help?<br/><br/>Some quick facts about me:<br/>I work in technology - full time/salaried<br/>I have a decent credit score (some credit card bills, but have never been late on a payment or taken on debt I couldn't afford)<br/>And we have 2 dogs. That doesn't actually matter for the context of the loan, but they're very cute so I thought you should know.<br/><br/>Thanks so much!<br/>","wedding","Engagement Ring for a Wonderful Woman","200xx",10.04,0,"8/1/89",0,NA,NA,5,0,19699,95.6,7,FALSE,NA,4992,0
3600,3600,"36 months","8.94%",114.38,"A","A5","Booz Allen Hamilton, Inc.","< 1 year","RENT",75000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=432254","Please help me out. A certain bank has increased my credit card interest rate to 25%, which is absolutely ridiculous. I guess they don't care that I have a flawless credit history, but I hope you do. I can more than cover their payments but I'd much rather pay you instead. Thanks for any help. 513635 added on 12/13/09 > To answer some expected questions up front: I acquired my credit card debt that you see listed here because I started a real estate investing company using my own money and credit. Obviously, I wasn't that successful and lost more than I gained, accumulating the debt you see here. I'm back at work now as a defense consultant where I make $75,000/yr and expect a promotion and raise at my review in April. Any inquiries you see were to do exactly what I'm doing here (refinancing at a lower rate), just trying to do it through a conventional bank. One last thing, I still hold a second mortgage from a property I sold that pays $198.12/mo and will balloon in just over 2 years. That asset will be worth around $26,500 when it comes due.<br/>","credit_card","25% is ridiculous!!","921xx",18.3,0,"1/1/97",1,NA,NA,10,0,48538,53,17,FALSE,NA,1302,0
10000,10000,"36 months","13.72%",340.42,"C","C5","American Chemical Society","3 years","RENT",113000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=608056","Borrower added on 11/02/10 > This loan is to consolidate some higher interest credit card debts into a single 36-month loan to pay off the debt quicker and at a lower rate.  I've been a LendingClub customer since 2008.  I was so happy with the experience of my first loan that I decided social lending is the way I plan to go from here on out.  I've never missed a payment, have good credit, a well paying job, and think this is a smart move to make financially.<br/> Borrower added on 11/03/10 > My first lending club loan originated in Feb 2008, for $15,000.  I never missed a payment on this or any other financial responsibility I've ever had.<br/> Borrower added on 11/03/10 > My job is very stable, working at a non-profit in DC, making over 100k.<br/>","credit_card","Debt Consolidation Loan","201xx",23.88,0,"11/1/95",0,NA,NA,7,0,17397,95.6,24,FALSE,NA,5323,0
6000,6000,"36 months","8.59%",189.67,"A","A4","DuHadaway Tool & Die Shop","< 1 year","MORTGAGE",80000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=463376","580131 added on 11/25/09 > I have one Citi card I just can't pay-off because of ever increasing interest rates. I just received notification that the rate raises to almost 21% in December, no way. I can't find a balance transfer that works but this feels right. I have always paid a lot more than the minimum due and have never been late. The balance of the money will pay off a small personal loan I had to get to help my daughter. My bank charges me 14% on the loan but only gives me 1.75% on my CD. I know it will extend the bank loan somewhat but the benefit of shortening the time on the credit card far outways the extension.<br/> 580131 added on 11/25/09 > I am 56 years old and have been in the welding trade for 35 years. I work for a great company that is not going anywhere. I always pay my bills on time as my credit report shows. I am although no expert on money. I want to get to retirement early and debt free. This is the only way I have found for the regular guy to get rid of high interest obligations in a short period of time.<br/> 580131 added on 11/30/09 > Good Morning Everyone,<br/>I feel I must clarify a few things to assist any funders interested in my loan. A mistake was made in my profile regarding my work history. I have been employed at my present company for 18+ years and previously at DuPont for 17 years. As I stated I am only trying to get rid of two high interest accounts and move foward towards saving for retirement. I have a decent small nest egg but using it to pay off these two obligations could put me in a position I would not like to be in with this economy. It makes sense to combine these into a single payment with a much smaller rate and be done with it in three years and move on. My credit history should prove that I always pay my bills and am never late. I have the standard bills: mortgage, truck payment, car payment and a camper payment. I hope this clears any questions you may have.<br/>","debt_consolidation","Good-bye High Interest","219xx",22.52,0,"5/1/95",1,48,NA,12,0,3676,10.2,29,FALSE,NA,3148,0
7200,7200,"36 months","7.66%",224.5,"A","A5","s.c.p.t.a.c","5 years","RENT",54996,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=657342","Borrower added on 01/20/11 > hi investors<br/>im going to take care of this funds like it was my own. I stablish good credit score thats why im a good barrower and i pay on time. I'am planninf to pay the loan before the 3 years, so you can get a quicker<br/>return on your investments, and to establish a good relationship for possible future loans or even investments of my own. thank you<br/> Borrower added on 01/21/11 > Hi Investors<br/>I'am asking for this loan because my car was in an accident and the insurance company will not pay to fix it. since i recently paid off some of my creditors i do not have the funds to fix it myself.<br/>instead of haveing to wait and save the money to fix it i'am coming to you for a loan to get my car fixed faster, and like i told you before im going to pay this loan as soon as possible so you could have your investment fast. thank you for helping me<br/> Borrower added on 01/24/11 > hi investors<br/>I did the math and it will take me a year and a half to pay this loan. I get paid $25.05 an hour at my job. My job is very stable. I need my car now and would rather not wait a year and a half to get it fixed.<br/>thank you<br/>","other","car repair","900xx",20.25,0,"1/1/04",0,38,NA,9,0,2787,24.4,17,FALSE,NA,3873,0
5375,4950,"36 months","12.21%",164.91,"B","B5","Build A Bear","1 year","MORTGAGE",22000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=370084","Greetings,  I am looking for a loan to consolidate some high interest credit card debt that I have accumulated through a two moves - Chicago to LA, LA to St. Louis - to be with my girlfriend in her search for higher education. I am a photographer so moving means re-establishing myself professionally with every move so there has been a need for credit. The amount I owe is manageable but I recently realized that I'm working so hard to service my interest rates, not my debt.... that's frustrating. I would very much like to propose to her by the end of this year but do not want to accumulate any more debt with what is already looming and to save with my double digit interest rates makes no sense.  Thank you for you time.  Regards, btucker","debt_consolidation","Consolidate Pesky high interest rates","631xx",22.8,0,"6/1/94",0,66,NA,12,0,10128,46,20,FALSE,NA,2604,0
16000,16000,"60 months","15.27%",382.92,"C","C4","R&R Partners","2 years","MORTGAGE",125000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=970316","Borrower added on 09/29/11 > We purchased a foreclosure last year, paid down some debts, and now we are looking to finish fixing up the house. I am a strong candidate for a loan for many reasons. I have good credit, a strong repayment history, and a very stable employment history. Funding this loan would allow us to finish restoring our dream-house, and the monthly payments easily fit within our budget. Thank you for your consideration.<br/>null","home_improvement","Home Improvement Loan","891xx",14.79,0,"12/1/94",2,80,NA,9,0,7541,31.3,14,FALSE,NA,7950,0
26000,26000,"60 months","18.25%",663.78,"F","F1","northrop grumman","8 years","MORTGAGE",33600,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=670629",NA,"major_purchase","personal loan for machinery","236xx",3.93,0,"2/1/25",1,67,NA,5,0,8482,73.8,20,FALSE,NA,9630,0
35000,35000,"36 months","10.65%",1140.07,"B","B2","Rockwood Service Corp","2 years","MORTGAGE",156000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1007211","Borrower added on 10/29/11 > Completely pay off American Express and 2 Chase Visa Cards at a lower rate.  Using the 36 month loan to repay faster and still improve cash flow.<br/>","debt_consolidation","Debt Consolidation Loan","065xx",10.99,0,"7/1/90",2,NA,NA,13,0,75688,27.5,26,FALSE,NA,9840,0
13600,13600,"36 months","6.62%",417.57,"A","A2","St. Vincents Health System","< 1 year","MORTGAGE",101900,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=884030",NA,"home_improvement","Home Improvement/fence/pool","351xx",11.71,0,"4/1/99",4,NA,NA,10,0,5725,22.1,35,FALSE,NA,6958,0
23575,18600,"36 months","14.50%",640.24,"E","E2","Cleveland Country Club","3 years","RENT",75000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=309948","Last year I started a boarding tennis academy (www.scoben.com) for a small group of young junior tennis players interested in working towards making the professional tour. I went to several banks for a business start-up loan, but to no avail. To get the business up and started, I had to resort to credit cards to provide the capital to get the business going.  I had as many as 12 players in the academy in the fall. Due to economic hardship for parents of a couple of the players and injuries, I have dropped to a current level of five players with five more to start the fall of 2008. In the mean time, losing those players who began last fall has cost me almost $25,000 in revenue for Spring 2008. Despite that loss, I have averaged almost $7000 of gross revenue per month over the past three months. With the higher interst rates, I would like to pay off the four cards with a balance of $23,575 with a consolidated loan, thus lowering my monthly payment and reducing the amount of cost to the start-up of the company.   I have a base salary of $35,000 from the facility that I am based out of and had commissions paid in the amount of $6600 in January and $9000 in February. My gross income for 2007 was $85,000 with a base salary of $20,000 and commissions of $65,000 for the year.   If you notice on my credit report, I have not missed a payment on any debt. I wish to keep it that way and am looking for a loan to consolidate some of the monthly payments and reduce the total amount of my long-term debt. I hope to find someone to help me achieve my financial goals.","credit_card","Pay Off CC Debt Used to Start Business","281xx",22.74,0,"11/1/91",0,80,NA,10,0,32682,96.1,26,FALSE,NA,9099,0
3800,3800,"36 months","10.37%",123.28,"B","B3","Northrop Grumman","3 years","RENT",60000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=724178","Borrower added on 04/08/11 > I am looking for a loan to help pay for international travel to my visit to a family member who is not doing well. I found this out on short notice. I will be purchasing roundtrip airfare and possibly using the money to help pay for medical or care expenses as well.<br/> Borrower added on 04/10/11 > I am college educated and have a very stable full-time job. I have relatively low monthly expenses and I can easily pay the monthly payments for this loan. My largest monthly expenses consist of: rent, a car payment (that is almost paid off), and a student loan payment. I have an excellent history of paying these back. I have never missed a payment. I have no dependents.<br/>","vacation","Travel Loan to Visit Grandfather","940xx",10.52,0,"5/1/05",0,52,NA,7,0,725,33.5,9,FALSE,NA,1330,0
3000,3000,"60 months","12.42%",67.38,"B","B4","Estes Express Lines","1 year","OWN",76116,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=884359",NA,"car","Honda CB 350","531xx",9.98,0,"3/1/01",1,79,NA,11,0,1812,9.2,32,FALSE,NA,1024,0
3850,3850,"60 months","10.75%",83.23,"B","B2","Avista Healthcare","< 1 year","RENT",20796,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=594446","Borrower added on 10/11/10 > I have 3 credit cards that I would like to payoff. The interest on each card is at 10% each. So if I consolidate all three into one and get a loan with just one interest rate, it would be great to just have 1 bill with a 10% interest rate instead of 3 cards that total 30%..<br/> Borrower added on 10/11/10 > Let me make a correction...I put 10% for the credit cards. What I meant to say was I would rather pay a fixed interest rate of 10% on just one loan rather than pay a variable interest on 3 credit cards. Which each credit card is at least 18% interest.  And what makes me a good candidate for repaying this loan off is that I am in the medical field which is in high demand so I do not see myself losing my job, I am in a very well stable field. As we all know there is a high demand in the medical field right, which is where I am right now. I pay my credit cards on time. I would just like to have the one monthly payment, instead of spreading them into 3 payments. Hoping to get the help that I need, as I will not disappoint anyone who is willing to help.<br/> Borrower added on 10/11/10 > I would also like to add that I had the option of doing a traditional bank loan, but when I found out about this peer to peer lending, I thought it was great that there are other individuals who are willing to invest their hard earned money to help others. I would rather pay the interest to individuals who are willing to help others rather than pay  interest to a traditional bank. I thank you again in advance for the help.<br/>","other","Pay off small credit card debt","081xx",12.12,0,"11/1/04",0,25,NA,11,0,888,37,26,FALSE,NA,1348,1
2400,2400,"36 months","11.49%",79.14,"B","B4",NA,"n/a","RENT",18000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=861141","Borrower added on 09/03/11 > I am looking to keep my credit in good shape. Currently in New York studying accountancy since I enjoy working with money.<br/> Borrower added on 09/04/11 > Loan needed to reduce credit card debt and to slow down accumulating interests rate with lower interest rate from Lending Club. Recent graduate trying to keep good creditworthiness.<br/>null","debt_consolidation","Accounting Debt Loans","328xx",23.6,0,"6/1/07",1,NA,NA,6,0,631,48.5,10,FALSE,NA,509,0
21000,21000,"60 months","18.25%",536.13,"F","F1","Clean Rooms West","4 years","RENT",60000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=686823","Borrower added on 03/03/11 > Hoping to finally pay off my credit card debt... And never build it up again!<br/>","credit_card","Loan","926xx",24.82,0,"9/1/03",0,NA,NA,7,0,4944,82.4,17,FALSE,NA,8947,0
6000,6000,"36 months","12.21%",199.89,"B","B5","Self Employed","4 years","MORTGAGE",26400,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=427315","I am looking to borrow the aforementioned amount in the hope of paying off two of my higher interest credit cards. I am confident that I will be able to make all payments as I anticipate the same funds I am already paying out to these credit cards to simply combine into one bill. In addition I look forward to paying off and then retiring two of these cards as the credit limits have been lowered thus making my balances too close to my limit and negatively affecting my credit score.  I hope that the right lender is out there so that we can have a mutually beneficial arrangement.  Thank You in Advance, K.","debt_consolidation","lower interest rate","212xx",11.05,0,"12/1/96",0,NA,NA,13,0,14387,68.5,22,FALSE,NA,2882,1
16000,16000,"60 months","11.86%",354.79,"B","B5","local union 3","9 years","MORTGAGE",150000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=554733","Borrower added on 07/28/10 > The loan will be used to consolidate some debts that I have.  This money will save me around $800 dollars in monthly payments.<br/>","debt_consolidation","debt consolidation","115xx",7.71,0,"1/1/02",0,NA,NA,9,0,15977,61.9,27,FALSE,NA,7918,0
9000,9000,"36 months","8.90%",285.78,"A","A5","I-Deal","3 years","RENT",80000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1046371","Borrower added on 11/28/11 > Great job, good credit. Just need a to pay off high interest loans outstanding at a better rate. Please let me know if there are any additional questions, thanks. <br>","debt_consolidation","Debt consolidation","110xx",3.3,0,"3/1/05",0,NA,NA,3,0,5433,40.2,11,FALSE,NA,4859,0
28000,17600,"60 months","20.25%",468.75,"F","F1","ADP","4 years","MORTGAGE",112500,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=786099","The purpose of this loan will be for a credit card debt consolidation.<br><br>  Right now many of my accounts have very high interest rates, various nickel and dime fees which frustrate me, annual fees, and I want to be debt-free within the next 5 years or so. Unfortunately I had to use my credit cards about 5 years ago when I was laid off by my previous employer who told me it was temporary and to just wait a week. That week turned into 4 months before I realized my cards were getting maxed out and took a different job. Since then I have not made as much progress paying down my debt as I would like. While I have made some progress, it's not enough, I want to be debt free in 5 years.<br><br>  I recently purchased a house and rent out several of the rooms to help with my income. I also recently sold my expensive and newer financed cars and instead now have two older used cars with much smaller loans/payments and only 3 year terms (both with about 2 years left, one partially through LendingClub).<br><br>  My accounts, approximate balances, and APRs are:<br> Direct Merchants: $4200 (28.99%)<br> Chase: $3400 (31.99%), $3300 (17.24%), $1200 (29.24%)<br> Citi: $2100 (29.99%)<br> Sears: $2300 (28.99%)<br> Merrick: $2000 (22.99%)<br> Capital One: $1900 (16.15%), $1800 (12.4%), $1000 (19.8%), $450 (14.4%)<br> Best Buy: $700 (29.99%)<br> HSBC: 300 (29.99%)<br><br>  I am aware that some of these cards have lower APRs than the loan I am requesting, however they have annual fees that are expensive, and having just one payment per month will be less stressful for me and worth the few extra dollars to me. I plan on immediately closing all of these accounts except one for emergencies. I am aware that it will damage my FICO score, but I don't want or need any of these accounts or the fees.<br><br>  I have been working for my employer for about 4 years now and it is a full time and very stable position, and I enjoy it very much. <br><br>  I have always made all my payments on time except one in 2006 which was accidentally not updated when I moved and did not give the bank the right address. I missed one payment but have always been on time since then.<br><br>  If you have any questions, please let me know. Borrower added on 06/21/11 > I would like to add that my FICO score is quite low, but only because I recently changed from a big bank to a small credit union.  I also refinanced my two cars through them, and I also looked into refinancing my house with them.  Finally, they extended a line of credit for what they call &quot;Instant deposit&quot; which allows me to mail checks to them but credit my account in the meanwhile.  <br/><br/>As a result, my credit report FICO score took a 40 point hit from around 700 to 660, resulting in my disappointing &quot;F1&quot; score here on LendingClub.  My other LendingClub account before this was rated MUCH more favorably (it was a B or C score I think?) and nothing has changed much in terms of my overall credit standing.<br/>","credit_card","Credit card consolidation loan","201xx",17.78,0,"10/1/96",2,NA,99,15,1,17419,57.9,37,FALSE,NA,9676,0
4075,4075,"36 months","5.42%",122.91,"A","A1","HSBC Arena","10+ years","RENT",70000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=768202",NA,"debt_consolidation","Debt Consolidation / Saving for wedding","346xx",19.44,0,"10/1/86",0,NA,NA,14,0,11072,30.8,29,FALSE,NA,1647,0
16000,16000,"60 months","22.35%",445.1,"F","F5","Dynanet Corporation","1 year","MORTGAGE",120000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1045966","Borrower added on 11/03/11 > This loan will serve two purposes, debt consolidation and medical expense.<br/>Borrower added on 11/03/11 > This loan will serve two purposes, debt consolidation and medical expense.<br/>","other","Consolidate","207xx",21.16,4,"7/1/86",1,4,NA,25,0,43109,72.3,49,FALSE,NA,7985,1
8400,8400,"60 months","10.37%",180.01,"B","B3","Wells Fargo-Wachovia","1 year","RENT",54996,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=666976","Borrower added on 02/03/11 > My current girlfriend is in the process of becoming a dentist.  She is in her last year of dental school, and is one of the top in her class.  She has been amazing to me and I can't wait to spend the rest of my life with her.  I want to give her the perfect engagement ring.<br/>","major_purchase","Engagement Ring","191xx",14.14,0,"10/1/01",2,NA,NA,7,0,1016,13.9,16,FALSE,NA,4606,0
35000,27875,"60 months","12.99%",634.1,"C","C1","US Bank","10+ years","MORTGAGE",74004,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=872341","Borrower added on 09/07/11 > Paying off part of credit card and paying off a loan and paying for new roof badly needed on my home<br/> Borrower added on 09/07/11 > Credit card, loan and pay for new roof that is badly needed<br/> Borrower added on 09/12/11 > All interest rates on current loans that I am going to use some of this money for is 14% and higher, except the 17000 dollar is 6.77%, but if I don't pay this loan off to get rid of the high payment I won't be able to afford the loan I am seeking.<br/>","debt_consolidation","Consolidate some other loans","550xx",11.66,0,"9/1/92",2,NA,NA,8,0,32555,47.1,17,FALSE,NA,9898,0
30000,30000,"60 months","18.64%",772.29,"E","E1","Kennedy School","10+ years","OWN",120000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1053917",NA,"credit_card","Credit Card Loan","951xx",9.17,0,"8/1/99",0,56,NA,6,0,21673,66,29,FALSE,NA,9767,1
13000,13000,"36 months","10.74%",424.01,"B","B4","S.C.A.R.C","5 years","MORTGAGE",31000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=679022","Borrower added on 02/25/11 > This is the last little bit of money I need to purchase my new home.  I have all the other funds.  The acre of land alone  is worth more than the amount i am borrowing.  I have an excellent credit rating and I work in the health care industry, as a residential aide.  It is the most stable industry in the US right now, as it is difficult to get caregivers for the disabled.  I am getting married and relocating, if you help me get this loan it will be the last piece of a dream for me!  Thank you so much for your faith in me, I have never let anyone down yet, in my 47 years.<br/> Borrower added on 02/25/11 > The payments on this loan will be considerably less than the mortgage I have been paying on for the last 13 years.  That house is in the process of being sold.  I make approximately $1200 a month, take home pay and this will be less than one week's pay to repay the loan.<br/> Borrower added on 02/25/11 > The loan is less than a third of the amount I am paying for my home.<br/>","house","New Home","074xx",7.39,0,"1/1/90",4,NA,NA,3,0,9140,28.6,5,FALSE,NA,6805,1
10000,10000,"36 months","15.99%",351.53,"D","D2","Cole Taylor Bank","9 years","MORTGAGE",110000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=773002",NA,"credit_card","Refinance","606xx",21.52,0,"11/1/97",0,NA,NA,13,0,63784,89.3,24,FALSE,NA,5419,0
8600,8600,"36 months","8.59%",271.85,"A","A4","UCSF","< 1 year","RENT",95000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=443859","Yes I have a line of credit that the interest rate just went up to 20.99 so I am looking to refi for a lower rate.","credit_card","Pay off A  High Interest Rate Loan","941xx",16.16,0,"8/1/98",2,NA,NA,7,0,30330,30.9,29,FALSE,NA,4690,0
20000,20000,"60 months","14.79%",473.6,"C","C4","State of California","10+ years","MORTGAGE",64000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=824996",NA,"debt_consolidation","Debt Consolidation","934xx",12.41,0,"2/1/90",1,NA,NA,8,0,20858,62.8,15,FALSE,NA,8749,0
8000,8000,"36 months","10.99%",261.88,"B","B3","state of Illinois","10+ years","MORTGAGE",64000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=789506","Borrower added on 06/17/11 > Loan is to lower payments, pay off debt after kitchen upgrades, Countertops and Cabinets<br/>","debt_consolidation","Lower payments","626xx",16.54,0,"1/1/97",0,NA,111,13,1,13209,34.1,53,FALSE,NA,4157,0
15000,15000,"36 months","9.99%",483.94,"B","B1","Girl Scouts of Greater Atlanta","1 year","MORTGAGE",90000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=849167",NA,"small_business","Small Business Loan","303xx",11.24,0,"9/1/94",0,68,NA,7,0,32923,65.4,29,FALSE,NA,7591,0
12650,12650,"60 months","21.28%",344.23,"F","F2","Interwest Capital Corporation","< 1 year","MORTGAGE",135696,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=890137",NA,"debt_consolidation","Personal Loan","921xx",21.9,0,"9/1/97",1,NA,NA,11,0,45843,96.8,21,FALSE,NA,6766,0
7000,7000,"36 months","10.99%",229.14,"B","B3","University of California -- San Francisc","10+ years","RENT",34482,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=845793","Borrower added on 08/10/11 > My sincerest wish at this point in my life is to be free of credit cards and the overwhelming interest rates. The largest interest rate is 23% and the monthly minimum is so out of proportion that I have a sense of being an indentured slave with no hope of attaining the goal of paying the balance. I want to be rid of the cards and pay my debts with an aim to succeed. I will be answering the specific questions I have been asked later today when I am in the office. Thank you all who have already reached out to help me.<br/> Borrower added on 08/11/11 > I believe I will make a good borrower because I have never missed a rent payment, never been late or missed a payment with gas and electric companies; I make my payments to telephone and dsl service monthly and live relatively simply and feel secure in my work.<br/>null","debt_consolidation","Clear high interest cards","941xx",5.71,0,"1/1/02",0,NA,NA,4,0,4994,94.2,7,FALSE,NA,3562,0
14000,14000,"36 months","11.89%",464.3,"B","B4","Con Edison","2 years","RENT",40000,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=369114","I'm requesting this loan to pay off credit cards that have a high interest rate.","debt_consolidation","pay off my cards","103xx",11.46,0,"11/1/88",0,NA,92,7,1,17523,35.9,11,FALSE,NA,7009,0
18000,18000,"36 months","14.35%",618.27,"C","C4","US ARMY","4 years","MORTGAGE",74237.28,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=575905","Borrower added on 09/04/10 > I'm a Captain in the United States Army. My wife (also a Captain in the Army) and I have have been married for 4 years. We got married in the court house and I got her a modest ring. We planned on having a big wedding ceremony with family and friends but because of our recent back to back deployments  to Iraq we haven't been able to. She comes back from Iraq this fall; this loan will be used for wedding that has been 4 years over due.<br/>","wedding","Wedding Expenses","765xx",16.28,2,"9/1/02",0,11,NA,9,0,6570,63.8,18,FALSE,NA,8197,0
15000,15000,"36 months","12.21%",499.73,"B","B5","B&R Products, Inc.","10+ years","MORTGAGE",150000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=387634","I have a small loan with Lending Club that is in good standing.  I knew my daughter would be getting married in the near future as she is a senior at Florida International University and has had a steady boyfriend for 3 years.  Well time is up.  I guess I will not be able to save for it in time!  I make a good living and have excellent credit.  I anticipate the wedding to cost $20,000 with overages.  I would be able to pay as we go but that puts un-needed pressure on my budget - which I work so diligently to keep in excellent standing.  I am willing to pay the interest on a loan to make this whole affair an enjoyable and less stressfull one.  I enjoy this lending community and hope it will be able to help me enjoy this time of my life.","wedding","Daughter's Wedding","330xx",17.84,0,"2/1/87",1,36,NA,9,0,0,0,13,FALSE,NA,7344,0
9250,9250,"36 months","14.22%",317.13,"C","C5","99 Restaurant","< 1 year","RENT",19200,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=488033","Borrower added on 02/26/10 > The loan is to consolidate 2 debts into one. I want to pay off the balance on a loan that paid for my wedding, and a credit card debt. The interest on the new loan is lower so my monthly payment will go down. I have a very stable job as a cook at a large chain restaurant. I love my job and have worked up to my position. I hope to continue with this company for the long term.<br/>","debt_consolidation","Consolidate","050xx",10.81,0,"5/1/04",3,NA,NA,2,0,0,0,3,FALSE,NA,4928,1
5000,5000,"36 months","14.17%",171.31,"C","C5",NA,"10+ years","MORTGAGE",69000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=713979",NA,"home_improvement","Sell this house loan","410xx",9.34,4,"8/1/94",3,3,NA,7,0,955,59.7,31,FALSE,NA,2196,0
1000,1000,"60 months","13.35%",22.94,"C","C4","MedAssurant","2 years","MORTGAGE",36000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=629484",NA,"debt_consolidation","Katie","925xx",10.8,0,"11/1/05",0,NA,NA,9,0,7496,85.2,13,FALSE,NA,79,0
20000,14000,"60 months","13.98%",325.62,"C","C3","New Jersey Medical School","4 years","RENT",58595,"VERIFIED - income","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=529905",NA,"other","Marriage Loan","073xx",4.67,0,"11/1/05",0,NA,NA,8,0,7652,43,13,FALSE,NA,8735,0
9000,9000,"36 months","6.76%",276.91,"A","A2","United Bankers' Bank","4 years","OWN",84000,"not verified","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=581115","Borrower added on 09/14/10 > Adding new appliances to our home. I have a monthly  income of $7,000 not including annual bonus and have never been late on any payments.<br/> Borrower added on 09/14/10 > I am adding new appliances to my home. I have a monthly income of $7,000 not including annual bonus and have never missed a payment for any obligation.<br/>","home_improvement","Home Improvement","554xx",0.59,0,"5/1/93",2,NA,NA,6,0,3820,9.2,27,FALSE,NA,4833,0
6650,6650,"36 months","12.69%",223.08,"B","B5","JPMorgan Chase","2 years","RENT",56000,"VERIFIED - income source","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=969198",NA,"credit_card","Credit Card Refinancing","193xx",23.36,0,"3/1/99",1,NA,NA,16,0,13972,83.2,24,FALSE,NA,3507,0
